ID,Status Pernikahan,Program Studi,Kelas Reguler/Malam,Pendidikan Terakhir,Nilai SMA,Daerah Asal,Pendidikan Ibu,Pendidikan Ayah,Pekerjaan Ibu,Pekerjaan Ayah,Nilai Ujian Masuk,Pindahan,Berkebutuhan Khusus,Status pembayaran semester terakhir,Jenis Kelamin,Beasiswa,Usia saat mendaftar,IP Semester 1,IP Semester 2,Target
01126,Belum Menikah,Keperawatan,Reguler,SMA/Sederajat,66,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,63.9,Tidak,Tidak,Sudah,Pria,Tidak,18,2.4,2.43,Gagal
01129,Belum Menikah,Pertanian,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Pegawai Negri,51.25,Tidak,Tidak,Belum,Pria,Tidak,24,0,0,Gagal
01130,Cerai,Ekonomi,Malam,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,68.1,Tidak,Tidak,Sudah,Wanita,Tidak,39,2.2,2.33,Lulus Tepat Waktu
01132,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,85,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Lainnya,80.3,Ya,Tidak,Sudah,Pria,Ya,18,0,0,Lulus Tepat Waktu
01134,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,66.55,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Wiraswasta,Pegawai Swasta,53.5,Ya,Tidak,Sudah,Wanita,Tidak,19,2.12,2.34,Gagal
01135,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,57.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,58.2,Ya,Tidak,Sudah,Wanita,Tidak,21,2.28,2.66,Lulus Tepat Waktu
01137,Belum Menikah,Teknik Industri,Reguler,SMA/Sederajat,60,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Wiraswasta,Pegawai Negri,61.4,Tidak,Tidak,Sudah,Wanita,Tidak,26,2.43,2.34,Gagal
01143,Belum Menikah,Keperawatan,Reguler,Perguruan Tinggi,60,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,60,Ya,Tidak,Sudah,Wanita,Tidak,20,0,0,Gagal
01144,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,62.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,59.9,Ya,Tidak,Sudah,Wanita,Ya,19,2.57,2.57,Lulus Tepat Waktu
01146,Menikah,Perbankan,Reguler,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,70,Tidak,Tidak,Belum,Wanita,Tidak,30,2.47,2.33,Gagal
01149,Belum Menikah,Perpustakaan,Reguler,Perguruan Tinggi,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Wiraswasta,70,Tidak,Tidak,Sudah,Wanita,Tidak,24,2.29,2.6,Lulus Tidak Tepat Waktu
01150,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,65.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,64.65,Tidak,Tidak,Sudah,Pria,Tidak,18,0,0,Gagal
01151,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,62.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,62.5,Ya,Tidak,Belum,Wanita,Ya,19,2.12,2.2,Lulus Tepat Waktu
01152,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,77,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,78.25,Ya,Ya,Sudah,Wanita,Ya,18,2.34,2.93,Lulus Tepat Waktu
01154,Menikah,Ekonomi,Malam,SMA/Sederajat,67.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,67.05,Ya,Tidak,Belum,Pria,Tidak,49,0,0,Gagal
01159,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,70.85,Ya,Tidak,Sudah,Wanita,Tidak,27,2.1,2.4,Gagal
01160,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,64,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Lainnya,50,Ya,Tidak,Sudah,Wanita,Tidak,20,2.62,2.96,Lulus Tepat Waktu
01162,Belum Menikah,Teknik Industri,Reguler,SMA/Sederajat,63.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,60.9,Ya,Tidak,Sudah,Wanita,Tidak,20,2.29,2.29,Lulus Tidak Tepat Waktu
01163,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,71,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Wiraswasta,Pegawai Swasta,65.95,Ya,Tidak,Sudah,Wanita,Tidak,19,2.73,2.88,Gagal
01165,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,61.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,59,Ya,Tidak,Sudah,Wanita,Ya,19,2.36,2.36,Lulus Tepat Waktu
01166,Belum Menikah,Perpustakaan,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,60,Tidak,Tidak,Sudah,Pria,Tidak,25,0,0,Gagal
01167,Menikah,Ekonomi,Malam,SMA/Sederajat,75,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,61.25,Tidak,Tidak,Sudah,Pria,Tidak,47,2.3,2.32,Gagal
01168,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,62.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,63,Ya,Tidak,Sudah,Wanita,Tidak,20,3.08,3.08,Lulus Tepat Waktu
01169,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,68.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,70.6,Ya,Tidak,Sudah,Pria,Tidak,19,0,0,Lulus Tepat Waktu
01170,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,56.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,53.9,Ya,Tidak,Sudah,Wanita,Ya,20,2.89,2.71,Lulus Tidak Tepat Waktu
01171,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,61,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,57.15,Ya,Tidak,Belum,Wanita,Ya,20,2.25,2.27,Gagal
01172,Belum Menikah,Perpustakaan,Reguler,SMA/Sederajat,50,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,60,Tidak,Tidak,Belum,Pria,Tidak,44,2.4,0,Gagal
01173,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,61,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Lainnya,56.8,Tidak,Tidak,Sudah,Wanita,Tidak,19,2.77,2.86,Lulus Tepat Waktu
01174,Menikah,Pariwisata,Malam,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,60.2,Tidak,Tidak,Belum,Wanita,Tidak,39,0,0,Gagal
01176,Belum Menikah,Teknik Industri,Reguler,SMA/Sederajat,64,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,61.75,Ya,Tidak,Sudah,Wanita,Tidak,22,2.15,2.37,Lulus Tidak Tepat Waktu
01179,Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,58.95,Tidak,Tidak,Sudah,Wanita,Tidak,35,0,0,Gagal
01180,Belum Menikah,Ekonomi,Malam,Perguruan Tinggi,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,60,Ya,Tidak,Sudah,Wanita,Ya,23,2.36,2.47,Lulus Tepat Waktu
01181,Menikah,Keperawatan,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,60,Tidak,Tidak,Sudah,Pria,Tidak,53,2.45,2.35,Lulus Tepat Waktu
01182,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,67,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Negri,Pegawai Negri,63,Ya,Tidak,Sudah,Wanita,Ya,18,0,0,Lulus Tepat Waktu
01186,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,61,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,61.9,Ya,Tidak,Belum,Wanita,Ya,18,2.37,2.2,Gagal
01189,Belum Menikah,Keperawatan,Reguler,SMA/Sederajat,83.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,79.65,Tidak,Tidak,Sudah,Wanita,Tidak,19,2.94,3.16,Lulus Tepat Waktu
01197,Menikah,Perbankan,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,60,Tidak,Tidak,Sudah,Wanita,Tidak,37,2.15,0,Gagal
01198,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,68,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,61.35,Ya,Tidak,Sudah,Pria,Tidak,18,2.4,2.5,Lulus Tidak Tepat Waktu
01200,Menikah,Ekonomi,Malam,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,55.35,Ya,Tidak,Sudah,Wanita,Tidak,50,0,0,Gagal
01203,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,72.5,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Negri,72.5,Tidak,Tidak,Sudah,Wanita,Ya,18,2.81,3.03,Lulus Tepat Waktu
01204,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,72.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Negri,73.4,Tidak,Tidak,Sudah,Wanita,Tidak,18,2.63,2.67,Lulus Tepat Waktu
01209,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,60,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Lainnya,58.6,Tidak,Tidak,Sudah,Pria,Ya,18,2.7,2.73,Lulus Tidak Tepat Waktu
01210,Belum Menikah,Pertanian,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,62.25,Tidak,Tidak,Sudah,Wanita,Ya,36,2.74,2.56,Gagal
01211,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,71,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,65.95,Tidak,Tidak,Sudah,Wanita,Ya,29,2.52,2.67,Lulus Tepat Waktu
01212,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,69.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Lainnya,65.15,Ya,Tidak,Sudah,Wanita,Ya,18,2.83,2.83,Lulus Tepat Waktu
01214,Belum Menikah,Perbankan,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,71.85,Tidak,Tidak,Sudah,Wanita,Tidak,27,2.8,2.51,Lulus Tidak Tepat Waktu
01216,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,53,Ya,Tidak,Sudah,Wanita,Tidak,21,2.6,2.5,Lulus Tidak Tepat Waktu
01217,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,58.5,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Lainnya,Lainnya,57.3,Tidak,Tidak,Belum,Pria,Tidak,19,2.25,2.03,Gagal
01221,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,66,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,61.45,Tidak,Tidak,Belum,Pria,Tidak,20,2.3,2.6,Gagal
01223,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,61.5,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,58.9,Ya,Tidak,Sudah,Wanita,Tidak,18,2.77,2.91,Lulus Tepat Waktu
01232,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,75,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Pegawai Swasta,72.95,Tidak,Tidak,Sudah,Wanita,Ya,19,3.1,2.71,Lulus Tepat Waktu
01233,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,62.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,57.8,Ya,Tidak,Sudah,Wanita,Tidak,18,2.44,2.36,Lulus Tidak Tepat Waktu
01234,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,57.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Pegawai Swasta,58.55,Ya,Tidak,Sudah,Wanita,Tidak,22,2.76,2.6,Lulus Tepat Waktu
01235,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,64.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Pegawai Swasta,60.5,Ya,Tidak,Sudah,Wanita,Tidak,18,2.1,2.47,Lulus Tidak Tepat Waktu
01236,Belum Menikah,Agronomi,Reguler,Perguruan Tinggi,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,71.5,Tidak,Tidak,Sudah,Wanita,Tidak,19,2.67,2.93,Lulus Tepat Waktu
01237,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,66.55,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,50.5,Tidak,Tidak,Sudah,Wanita,Tidak,21,0,0,Gagal
01242,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,69,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,63.4,Ya,Tidak,Sudah,Pria,Tidak,18,2.35,2.51,Lulus Tepat Waktu
01244,Belum Menikah,Keperawatan,Reguler,SMA/Sederajat,75,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,75,Ya,Tidak,Sudah,Wanita,Tidak,34,2.2,0,Gagal
01248,Belum Menikah,Perpustakaan,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,72.9,Tidak,Tidak,Sudah,Pria,Tidak,34,2.67,2.48,Lulus Tepat Waktu
01251,Belum Menikah,Perpajakan,Reguler,Perguruan Tinggi,80,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,80,Tidak,Tidak,Belum,Pria,Tidak,24,3.2,3.2,Gagal
01253,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,76.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Wiraswasta,69.85,Ya,Tidak,Sudah,Wanita,Ya,19,2.69,2.97,Lulus Tepat Waktu
01254,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,75.5,Luar Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Pegawai Swasta,73.25,Tidak,Tidak,Sudah,Wanita,Ya,18,2.67,2.83,Lulus Tepat Waktu
01255,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,68,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,60.85,Tidak,Ya,Sudah,Wanita,Ya,20,2.38,2.89,Lulus Tepat Waktu
01256,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,80,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Lainnya,68.8,Ya,Tidak,Sudah,Wanita,Ya,19,2.52,2.25,Lulus Tepat Waktu
01259,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,60.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,56.5,Ya,Tidak,Sudah,Wanita,Tidak,21,2.48,2.2,Gagal
01260,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,65.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,74.45,Ya,Tidak,Sudah,Wanita,Tidak,20,0,0,Lulus Tepat Waktu
01262,Belum Menikah,Teknik Industri,Reguler,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,52.5,Ya,Tidak,Sudah,Wanita,Ya,36,2.47,2.5,Lulus Tepat Waktu
01263,Cerai,Teknologi Informasi,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,54,Tidak,Tidak,Belum,Wanita,Tidak,33,2.57,2.53,Lulus Tidak Tepat Waktu
01264,Cerai,Perbankan,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,77.15,Tidak,Tidak,Sudah,Wanita,Tidak,32,0,0,Gagal
01266,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,68.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,62.9,Tidak,Tidak,Belum,Wanita,Ya,18,2.53,2.3,Gagal
01267,Menikah,Pariwisata,Malam,SMA/Sederajat,60.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,57.2,Ya,Tidak,Sudah,Wanita,Tidak,45,2.8,2.77,Lulus Tidak Tepat Waktu
01269,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,54,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Wiraswasta,52.95,Ya,Tidak,Sudah,Pria,Tidak,21,2.15,2.28,Lulus Tepat Waktu
01270,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,68,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,64.5,Ya,Tidak,Sudah,Wanita,Ya,19,2.66,2.51,Lulus Tepat Waktu
01272,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,63.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,61.4,Tidak,Tidak,Sudah,Wanita,Ya,19,2.8,2.91,Lulus Tepat Waktu
01273,Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,70,Tidak,Tidak,Sudah,Wanita,Tidak,23,0,0,Gagal
01274,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,72,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,75.25,Tidak,Tidak,Sudah,Wanita,Tidak,20,2.78,2.78,Lulus Tepat Waktu
01276,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,67.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,61.5,Ya,Tidak,Belum,Wanita,Tidak,19,0,0,Gagal
01277,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Negri,Lainnya,62.55,Ya,Tidak,Sudah,Wanita,Tidak,18,2.67,2.57,Lulus Tepat Waktu
01279,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,62,Luar Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,61.65,Ya,Tidak,Sudah,Wanita,Tidak,22,2.17,2.13,Lulus Tepat Waktu
01280,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,64,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,62.8,Ya,Tidak,Sudah,Pria,Tidak,18,2.49,2.27,Lulus Tepat Waktu
01281,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,75,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,65.4,Ya,Tidak,Sudah,Wanita,Tidak,18,2.72,2.72,Lulus Tepat Waktu
01288,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,75,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,65.1,Tidak,Tidak,Sudah,Wanita,Ya,24,2.46,2.55,Lulus Tepat Waktu
01289,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,58.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,50,Tidak,Tidak,Sudah,Wanita,Tidak,27,2.5,2.87,Gagal
01292,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,65.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,67.95,Tidak,Tidak,Sudah,Pria,Tidak,18,2.8,2.2,Lulus Tidak Tepat Waktu
01295,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,63.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,65.45,Ya,Tidak,Sudah,Wanita,Tidak,18,2.27,2.52,Lulus Tepat Waktu
01297,Cerai,Hubungan Masyarakat,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,61.5,Ya,Tidak,Sudah,Pria,Tidak,33,2,0,Gagal
01298,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,63.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,60.75,Ya,Tidak,Sudah,Pria,Tidak,20,2.6,2.6,Lulus Tidak Tepat Waktu
01299,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Lainnya,61.5,Ya,Tidak,Sudah,Wanita,Tidak,19,2.74,2.74,Lulus Tepat Waktu
01300,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,63.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Pegawai Swasta,60.75,Tidak,Tidak,Sudah,Pria,Tidak,23,2.7,2.7,Lulus Tepat Waktu
01301,Belum Menikah,Perpustakaan,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Lainnya,65,Tidak,Tidak,Belum,Pria,Tidak,32,2.6,2.29,Gagal
01302,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,65,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,64.5,Tidak,Tidak,Belum,Wanita,Tidak,26,2.57,2.31,Gagal
01306,Cerai,Akuntansi,Reguler,SMA/Sederajat,75,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,55,Tidak,Tidak,Sudah,Wanita,Tidak,40,2.33,2.24,Lulus Tepat Waktu
01308,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,68.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Pegawai Negri,67.3,Ya,Tidak,Sudah,Wanita,Ya,19,0,0,Lulus Tepat Waktu
01310,Belum Menikah,Teknik Mesin,Reguler,Perguruan Tinggi,60,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,62.5,Tidak,Tidak,Sudah,Wanita,Tidak,28,2.89,3.12,Lulus Tidak Tepat Waktu
01312,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,62.5,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,65.3,Ya,Tidak,Sudah,Wanita,Ya,18,2.7,2.8,Lulus Tepat Waktu
01313,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,54.9,Ya,Tidak,Belum,Pria,Tidak,23,0,0,Gagal
01324,Cerai,Ekonomi,Malam,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Lainnya,74,Tidak,Tidak,Sudah,Wanita,Ya,31,2.25,2.17,Lulus Tidak Tepat Waktu
01325,Belum Menikah,Keperawatan,Reguler,Perguruan Tinggi,75,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,75,Tidak,Tidak,Sudah,Pria,Tidak,28,0,2,Gagal
01327,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,59,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,57.1,Tidak,Tidak,Sudah,Wanita,Tidak,18,2.44,2.32,Lulus Tidak Tepat Waktu
01330,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,64.5,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,62.05,Ya,Tidak,Sudah,Pria,Tidak,19,0,2.8,Gagal
01331,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,50,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Pegawai Negri,50.9,Ya,Tidak,Sudah,Wanita,Tidak,21,2.32,2.6,Lulus Tidak Tepat Waktu
01338,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,74,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Wiraswasta,Pegawai Swasta,67.35,Ya,Tidak,Sudah,Wanita,Tidak,18,3.4,3.1,Lulus Tepat Waktu
01340,Belum Menikah,Perbankan,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,55.9,Ya,Tidak,Sudah,Wanita,Tidak,27,0,0,Gagal
01342,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,71.25,Ya,Tidak,Sudah,Wanita,Tidak,18,2.67,2.64,Lulus Tepat Waktu
01344,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,60.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,58.25,Ya,Tidak,Belum,Pria,Tidak,18,0,0,Gagal
01346,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,65.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,63.5,Tidak,Tidak,Sudah,Pria,Ya,19,2.5,2.5,Lulus Tepat Waktu
